grocery,food,other
67,1498,1154
2634,126,2633
2666,933,2230
90,373,494
1333,1277,1189
1199,159,1063
344,47,2775
2403,235,3490
2912,956,1184
2359,1023,1516
109,405,551
1532,524,3077
1499,1058,3480
1722,1125,1759
2718,1090,1918
851,775,1031
2262,1419,2927
281,1086,1999
1411,1152,2498
2164,1136,1256
1832,1273,1708
1,352,1303
1162,732,1075
2231,205,3329
1611,192,846
1678,103,2073
1854,1128,1203
338,1460,404
655,150,1619
874,1359,375
508,1208,2621
178,1280,3097
2563,1226,55
2532,854,3050
2873,419,1471
2599,1324,512
2571,501,363
969,1259,494
505,987,3263
592,1178,2355
2654,522,2441
1793,1251,2488
163,408,1130
1140,1230,2047
2946,94,169
2502,152,202
584,340,3124
1435,1179,2300
2502,1324,782
2652,297,726
2270,140,1259
1755,1287,1765
539,1139,3099
2867,989,1043
1417,396,1202
2987,1324,2167
2573,28,2779
172,426,119
1782,1162,2661
893,320,350
1294,338,3455
2275,32,453
2404,584,1729
593,1003,1902
647,1495,1451
2947,57,1808
1630,272,2573
2074,1225,927
658,499,2898
803,634,603
2245,1477,1349
2221,512,3295
299,857,28
0,1444,2108
2086,1313,1248
1026,1371,2844
2306,62,2290
476,893,276
905,469,2789
1138,1229,2005
1051,128,3395
2664,557,765
1539,905,1101
1790,1279,1016
1154,698,2775
1118,735,1898
1086,464,1120
816,1410,3188
2717,1265,3153
2016,79,874
2812,44,1495
2553,442,1831
2623,1237,3284
158,168,1254
768,736,319
392,1416,1259
866,1349,504
1943,711,772
1268,553,1845
2906,204,2532
1206,360,1618
1655,513,2514
2453,894,717
2172,1389,2506
1537,191,54
1612,1497,2188
866,402,2657
697,1304,1041
2923,1088,305
2183,1148,1271
310,643,1060
3,374,2541
2877,320,79
2559,1422,319
1004,152,2682
2227,369,1053
2485,1261,2729
1008,1474,2411
2021,531,1131
2238,688,1082
2648,1019,1077
2289,1302,1761
2471,862,3401
2384,1291,1586
2719,340,2918
2590,857,2888
182,186,2394
848,1241,3494
846,1406,2041
863,968,3458
422,136,3043
2745,399,446
1424,590,313
1033,1305,1758
746,663,1028
617,1308,1934
2520,1369,3281
2988,1363,503
13,620,1735
2648,201,75
2158,838,1804
2790,954,1391
659,1343,698
841,8,1836
1235,1147,341
751,355,292
399,866,2505
2434,108,81
2941,208,1858
1460,148,583
1852,1124,2112
1222,397,856
125,150,0
2262,638,3060
2796,430,1368
457,744,517
66,678,1464
532,155,2605
749,1107,3278
1801,119,2504
1848,58,1040
390,1144,1693
388,391,1278
2935,69,880
2292,790,606
460,495,394
366,109,511
1147,678,1502
517,1079,1987
428,389,447
2041,905,510
997,730,3433
782,372,618
2069,89,3307
2247,298,1542
2695,835,85
1327,1044,2470
1116,539,2658
2788,896,1381
559,348,2068
120,1268,3320
1936,736,361
110,121,2961
2821,1178,3311
1445,976,935
1921,696,2778
2491,1481,3453
1976,410,3143
457,271,1787
33,260,2708
97,1243,2957
2923,903,514
2780,34,2284
2422,1390,553
504,1438,1527
734,577,2282
1924,1112,2403
381,1405,2334
1144,919,25
676,819,1129
1341,1205,2362
707,1405,2677
2282,949,2274
492,404,3264
1026,361,2943
102,508,1589
1999,713,1984
1295,243,500
460,318,2195
1377,416,2203
2504,716,2338
2653,807,2387
414,8,1804
2278,920,537
2225,165,1755
2655,88,3465
126,1160,2712
1099,618,507
1429,56,1393
1351,1394,2616
336,728,3100
2432,438,2913
499,352,2674
2784,716,1709
2067,166,2647
332,289,3238
908,1370,2090
2653,808,1478
203,34,2605
1365,493,2326
1843,167,3268
1638,187,929
501,655,859
2028,1112,232
853,648,1536
1357,897,2596
2127,71,494
2314,1343,1412
1805,989,2832
2502,1482,711
2799,1093,2886
457,75,416
104,1211,1653
2818,754,152
655,1472,676
1176,469,2220
187,1362,687
1725,826,279
2252,965,700
2764,1262,2152
161,640,2854
1709,722,631
461,562,725
1083,724,3013
2097,922,2778
431,472,3244
425,117,364
2148,610,2137
320,1037,2498
818,317,984
1744,243,70
1047,288,516
1118,58,488
113,1311,799
2761,1390,2934
540,1281,2727
270,938,344
2779,1441,2828
2323,1442,2148
2155,23,670
645,753,2633
190,1313,2784
1672,902,2623
1188,1062,3335
505,1091,2589
2145,956,1949
1764,663,320
2257,110,1146
2435,1116,771
541,1492,2925
2343,627,2356
2031,1008,3355
2390,27,1229
2067,1019,595
392,863,58
2649,1166,2190
1419,1353,3112
2259,1211,3065
1307,80,2649
981,14,1272
2141,387,2201
1284,272,712
1385,226,1879
1543,208,2150
677,1180,579
2390,269,617
2000,108,1211
437,382,2673
1564,68,3349
75,884,2013
524,875,745
1703,370,1072
2131,120,2795
1636,1225,2209
931,975,350
1702,749,1354
2334,642,1280
2091,1217,3019
124,1327,1570
1683,876,1613
1302,923,607
2406,590,3181
2348,1108,3492
2471,892,2189
238,752,3195
778,48,2067
1493,902,2843
2546,1436,3140
2700,266,1575
1645,1053,1597
1303,911,3261
872,488,2581
1858,1030,3306
2554,358,1034
982,137,2649
935,62,1974
1683,1050,317
1841,663,2238
2814,608,3149
1780,950,690
90,1188,1162
910,812,3347
162,248,760
1820,291,283
2833,269,2360
695,465,1096
2832,1051,2875
2477,8,331
115,572,1113
1183,724,3233
744,1022,2593
2422,74,1996
1043,831,1519
117,157,3233
1139,1032,3021
1686,1362,3231
2635,439,901
924,895,2621
2000,220,1460
165,630,2384
2908,973,1150
1203,808,368
2068,954,434
2325,111,1851
1137,1069,887
2777,1098,2236
1099,165,814
2077,718,3267
1207,773,1400
299,190,812
633,1092,3053
2831,750,1630
2409,191,380
723,1276,932
758,1207,1002
1957,1206,3120
681,1063,1522
1973,719,500
2192,1178,1175
711,230,3071
345,703,2009
2435,1056,2810
53,1047,1192
2078,567,602
393,72,803
2827,523,1081
1406,1438,1942
2358,158,1839
2978,344,2619
1115,79,2208
2682,958,2325
3,780,786
1868,1195,3330
301,241,1879
31,871,209
24,52,1371
983,636,2974
2885,425,2507
2081,1406,3352
2686,212,1432
1501,1472,1847
2014,1090,3237
1689,702,658
1144,948,366
1810,595,1654
2688,14,108
1774,1370,996
761,319,2636
1425,264,2054
1801,23,2147
1993,942,2426
1179,757,292
1627,947,2947
884,398,59
1329,1007,2537
2385,1152,3035
1063,583,3319
716,163,2573
1669,410,793
2989,198,1327
2898,916,2032
1795,927,2438
1878,305,1610
532,539,6
2623,574,1662
1776,1086,1429
302,1425,3024
1413,136,2205
2980,336,101
1152,76,2947
482,447,2055
1962,876,2234
2317,1162,1420
922,889,3252
1696,506,2014
1975,916,2500
915,34,1153
2323,227,1452
785,970,2789
1244,774,3103
350,1475,763
846,1102,882
2203,1313,3142
1829,753,1429
1087,387,1295
767,878,557
1069,1382,1011
1803,1398,115
113,1269,997
2145,957,1492
85,279,2221
191,343,2256
2634,1181,67
2883,170,2115
230,1283,1591
2050,179,975
1378,360,2099
2373,502,1526
1813,1297,1292
1640,933,2263
2795,1463,1979
239,1164,3338
395,1256,2802
1357,1175,1937
2325,251,3371
1994,296,2871
2612,183,1364
2340,505,633
2602,424,1007
1652,53,3371
1770,739,3141
2335,1297,177
1549,989,3306
1731,247,2210
1524,244,1553
121,134,1546
2841,1066,418
1343,1072,1199
1828,115,530
2806,293,1464
717,90,3320
1506,1167,1255
1799,856,977
1907,132,622
1102,704,368
2358,1091,3236
1791,218,3499
2088,106,1956
2530,374,1801
679,422,2313
876,102,2747
2121,1074,875
462,335,707
2741,442,1671
1178,1240,2336
983,1390,1040
582,635,2118
360,757,1351
2006,839,27
2681,1180,361
327,437,144
716,767,34
1332,664,1883
13,1454,634
847,836,2826
2809,385,2511
1584,128,2396
2326,1418,85
2794,984,872
2510,609,2514
450,339,415
2809,804,72
2662,621,675
1493,1002,419
2991,1035,1423
1083,1141,284
334,66,1447
1533,723,2175
2485,8,2336
2232,234,2073
229,997,319
1919,457,1220
2975,1171,1860
684,87,1832
617,1306,1524
1881,63,1136
1545,721,2892
323,499,1939
1293,1187,1706
2521,781,3275
1,446,3081
533,1010,2224
2956,1252,2393
1428,1005,2800
1233,321,562
588,110,138
2994,1495,1654
1226,305,1029
2926,63,2953
1406,1084,999
2269,1086,2714
5,682,1452
2726,1275,777
119,422,979
157,219,2977
821,377,2817
1716,1290,3130
1935,992,670
129,338,3053
2242,1459,790
660,347,1420
397,618,3214
2302,1178,1132
683,58,711
1532,125,1056
978,291,3102
30,802,535
2514,1280,143
1478,1436,3187
791,1397,2915
381,951,318
2883,1162,1555
313,281,1940
2773,774,3357
2388,1038,2021
2732,222,2088
2515,590,1223
2076,1177,1207
733,193,1866
550,593,3402
2675,1264,1876
2151,1115,2386
722,497,3444
1052,610,1879
537,1107,2333
304,834,2885
238,1286,265
1146,253,1510
1677,903,712
1542,555,666
1311,704,3462
1965,707,1577
1115,10,1526
2894,436,302
804,134,2153
1494,766,1150
2272,350,1519
2062,932,1342
2618,625,593
2125,1453,1232
2833,1165,2445
2006,1447,1907
1407,1372,3119
2445,1141,2884
1640,81,2289
2929,571,1312
1783,325,2889
35,552,480
2461,122,2674
904,181,1839
149,1269,1039
885,399,1236
2060,1141,1890
377,1292,3033
1086,333,1563
287,970,1836
2367,959,1974
946,1305,1571
2210,1265,1067
2624,1335,605
1572,978,1613
996,17,2693
1464,336,3375
1444,392,2089
1565,720,1067
2779,820,2928
2889,1244,904
492,1205,1629
2333,1288,1054
1885,869,2934
2848,249,2485
792,145,3325
2032,1416,2920
2470,562,2484
440,789,2443
1318,182,966
1505,727,827
1657,783,5
2469,557,2014
883,651,2014
1499,994,2469
621,592,1710
2723,331,1482
1682,1334,271
1158,12,1703
2419,420,3351
2511,368,1317
2541,1168,721
2342,1421,1497
1049,862,2650
1367,1071,511
2953,800,3232
2879,147,90
1047,852,2525
2893,1093,2639
2250,843,1882
2835,16,1482
2510,1269,1854
2401,585,2396
1980,186,3345
1817,805,2028
2762,91,1822
844,887,1479
2802,252,2032
984,1495,1471
1404,455,2105
103,858,3463
2299,963,3239
1156,455,597
1071,937,2981
2162,1317,2385
1629,1485,2514
398,243,343
728,287,3002
2687,1324,2068
2385,1290,3376
2669,536,1683
1513,1426,3115
1310,710,3254
852,1249,534
1322,1144,1538
2562,447,2796
1383,1143,3232
1984,465,231
982,765,1213
2824,1247,650
6,1019,1327
2985,769,404
582,537,2246
2388,600,1247
2371,1072,1274
2419,879,3374
764,197,434
789,1437,1748
2277,1235,2834
1244,272,538
2733,1151,1841
1765,1104,2546
1259,80,1241
666,1102,3395
1384,628,281
747,186,1408
2819,531,1697
2682,180,1624
2545,181,145
500,298,2366
1989,1173,191
1597,1192,1294
2371,458,3365
2477,956,457
2739,717,925
748,407,2360
2527,340,3
1699,699,1045
821,764,1052
1480,451,3257
2381,1210,3293
194,1257,1981
1243,393,512
678,776,827
2784,187,2582
1089,1006,1233
1736,234,2762
1076,259,1819
1762,356,1615
919,1410,899
2178,3,1432
2564,519,451
1625,93,2987
404,156,22
2059,418,1980
2656,1418,919
782,886,3
161,548,286
2556,14,1988
688,1322,18
2189,383,1608
439,322,1411
332,330,2787
99,1457,2751
523,632,2395
2601,136,2753
273,181,2154
1261,743,3064
1675,1375,3394
1229,1270,3445
2862,126,2469
962,1346,2705
1676,495,1782
2291,390,2821
404,943,1756
1060,612,116
2055,595,2397
335,212,488
1784,1179,2581
497,1393,1907
1733,1442,1228
44,568,204
406,106,1399
601,108,835
767,35,777
570,794,3406
980,46,170
2828,496,444
741,134,2956
1494,113,2444
2020,15,2599
2948,277,2161
1701,1332,1367
366,652,2535
1747,356,1050
256,1069,2878
1648,253,3246
582,814,3019
1350,1244,1393
2930,787,1804
1823,239,916
282,443,2457
1086,476,1196
1101,34,2454
189,520,2869
351,210,1546
924,1378,2998
2460,1130,2654
1644,1182,1636
1949,998,1139
248,917,1280
1139,947,600
1544,1037,1103
2669,1202,3396
1851,329,3098
2643,1005,3216
867,76,2333
2913,871,2622
958,489,613
1047,1078,171
1002,878,3008
2194,410,2233
1405,1459,1098
1399,937,989
1411,202,735
1769,1127,1372
861,542,1953
1684,705,2690
1419,428,2926
945,330,1362
1605,1175,1976
1313,1275,3009
652,144,3492
1688,710,1259
2657,1499,672
1173,1003,863
633,671,649
388,1386,3204
1665,168,2619
2787,457,3040
1049,656,1131
2944,1427,1319
133,860,2423
2170,55,1552
1345,892,1712
570,1058,2670
344,1259,2608
1500,604,1216
1206,558,3292
1002,1204,1086
1294,630,1626
1952,457,438
823,556,57
1483,576,2944
2014,37,2569
26,292,3305
1418,743,1014
2841,896,1235
622,1111,1509
2897,25,1891
561,286,3261
353,1220,2939
1244,477,134
521,1199,2026
120,633,1938
414,803,2328
292,476,100
2259,1088,2871
2609,153,2107
1892,1050,1529
2186,1446,1082
626,930,1191
2661,1133,64
2332,880,2841
531,569,1867
2655,494,2908
1873,91,2693
1413,1148,3401
1324,51,1107
1394,241,2046
1842,216,2246
988,305,2035
1946,478,2896
1607,1078,1984
929,937,220
2044,355,1093
2351,729,3276
1509,688,20
1649,388,790
151,898,1606
2663,51,825
909,188,772
2390,1419,3311
108,1240,771
183,389,3482
1705,134,334
2606,1254,411
549,621,2111
2338,600,1829
131,260,3120
2455,1137,1776
1561,404,721
1218,470,3187
459,101,1713
1389,529,657
81,869,1782
579,21,907
1671,1044,754
931,483,3225
767,405,127
2905,1402,232
538,933,1034
1065,1481,2970
1485,1219,409
146,738,3137
2495,1274,48
1150,1338,498
2464,332,564
1259,1217,2810
1284,1169,841
2791,966,2741
2667,748,89
2935,285,2450
1352,260,1170
1445,49,3112
2545,565,1655
1363,1495,1792
2115,256,257
236,1030,2440
1120,644,1401
604,216,3450
2486,1182,2102
2374,922,1904
2246,961,2997
2693,37,2866
2244,1395,3060
2391,197,55
521,492,6
1518,1208,1828
667,500,371
2246,531,1590
2711,152,2664
2551,606,383
826,348,2922
2318,550,140
1611,451,3400
1709,281,394
1447,376,2755
2115,132,2099
2802,247,1023
1586,958,2545
1809,1440,2889
697,238,2294
2869,767,2300
489,744,1987
1222,1457,708
1916,701,730
699,1334,98
1190,888,555
381,1359,1615
2951,965,3080
1605,31,806
2651,63,3447
2487,653,196
2680,1182,219
1668,323,1109
2707,68,239
1673,539,566
490,451,3264
558,1099,3381
1193,372,2707
715,1411,865
1200,1360,705
1682,522,3261
1051,1318,1751
111,762,2999
2855,708,831
1384,1335,576
576,753,2018
1593,123,1378
278,254,2145
1120,188,2277
1995,1500,480
711,735,902
2794,756,1747
2198,49,2550
2545,94,1079
1316,330,677
1696,1008,2330
2725,320,2696
1996,606,1687
975,1324,2919
1258,1405,633
2921,1091,1357
1720,1111,1023
745,1451,3361
2181,574,264
1769,842,1975
2097,1475,904
1779,530,2177
1139,997,1973
1247,1440,2635
47,1056,2626
432,1341,2328
2170,871,1513
174,1448,3384
2605,1282,1210
720,799,1339
99,132,104
2246,526,692
1624,53,1448
2580,224,1682
2176,701,1206
1273,824,2338
2905,6,1135
2984,1094,691
2278,429,1108
603,657,3007
1512,37,256
1678,89,926
701,1225,1335
725,144,316
850,401,236
2207,149,423
607,1403,2447
312,872,2178
1343,175,2407
708,282,2373
2686,790,1850
1531,361,1349
2906,340,619
236,586,1696
953,517,603
1331,792,2747
2204,442,1066
1239,757,1117
623,1476,2780
2280,744,2651
859,482,29
1626,816,1020
1840,1303,3332
2292,1291,1935
2017,1493,3150
1103,514,147
931,953,1822
1648,1274,2447
98,404,223
2937,372,1202
234,1094,1576
2057,98,746
35,819,2005
643,627,1286
1109,59,1138
2950,1227,1207
1544,772,780
1699,76,2848
169,712,839
972,756,939
1041,405,623
417,1361,1898
710,499,119
1221,713,2268
772,1104,2788
1409,1161,267
888,1409,1586
2544,184,2460
2677,778,1523
2710,917,3090
1983,188,1608
787,1362,2281
462,95,2166
1782,756,2297
2139,451,3013
232,983,1697
1362,143,1190
2173,944,2334
602,1447,2247
244,911,1457
1129,738,538
2412,510,1488
748,1337,3423
1171,581,1051
79,267,3493
924,1331,1604
2609,1257,2477
1422,113,3335
382,11,1158
70,1304,1962
2013,1224,221
626,394,2187
606,453,393
1321,174,1210
2063,1455,1423
146,479,1686
1506,663,427
2635,668,2180
2550,477,1577
564,1166,1531
1012,93,1457
657,1283,648
1950,1156,295
632,758,1926
2762,998,1403
2054,1402,2440
2014,1140,1846
901,597,3074
2752,1060,414
1254,557,1930
1142,1391,3346
729,190,2132
2034,165,147
2280,1273,3339
1887,146,2125
566,837,3293
943,553,126
1049,268,343
2085,1138,2313
1795,916,336
459,51,1618
1385,137,581
2755,1331,757
2201,215,2464
359,599,1298
2675,511,921
468,68,1480
2716,1326,1359
2778,909,841
2628,1193,2016
716,513,2386
1183,1268,1585
663,549,3405
1980,1355,878
47,1379,2472
149,1289,1554
1463,1249,2284
1939,1318,2359
2229,600,3365
909,760,3276
2988,1390,3258
2161,452,2650
2839,474,445
515,496,562
1666,509,2737
2022,1317,2511
2963,1063,434
2988,215,277
377,18,2542
360,829,3494
1964,883,435
282,1421,2599
2403,754,833
1154,551,1873
1215,1268,1333
2342,497,1615
1981,1348,2899
654,1494,2110
252,457,1620
2985,1489,2623
1022,648,989
202,928,631
1970,1187,703
2089,742,239
1334,671,2206
522,1015,1751
1683,1332,1202
495,786,2295
1604,517,691
1598,84,618
2667,1208,7
1331,1383,559
1895,599,1251
1774,1455,3437
810,977,1043
1277,1246,685
540,1417,2974
830,1451,188
1924,878,3116
795,90,1456
2920,1471,2931
2217,1182,1579
224,1113,640
1753,680,3276
2032,820,3426
2264,529,2298
2318,1354,3455
464,572,2046
2916,57,1663
1864,594,2874
2526,409,3028
1159,994,3096
1537,1256,2168
2352,829,2393
1431,499,2514
894,202,498
601,954,2342
407,103,1061
1930,532,3169
221,482,950
1204,709,369
2176,1111,1775
973,1054,548
2205,1384,3480
1128,756,511
165,410,2384
332,1429,724
2782,1276,2169
2795,1084,173
2645,215,3323
2357,1242,736
929,893,3380
381,502,3460
1117,260,1384
1133,432,1747
2987,1355,1066
75,378,3
102,548,1589
322,214,973
2492,488,1355
2719,663,448
1311,1134,100
1339,1249,2920
1938,759,2724
365,187,2108
2510,841,1646
182,1008,3237
770,237,2397
888,88,1221
2215,380,408
2476,295,1133
2953,791,1687
1444,836,1014
1803,1129,2081
1714,71,2315
202,1474,3444
377,1321,2744
1120,1289,2883
1000,31,1817
2057,98,2343
657,717,1079
1501,924,2126
883,1121,2784
2008,1381,2843
804,1393,2276
1121,818,1275
2468,1247,999
2863,884,1516
2508,1109,511
1650,858,3365
859,1288,2958
2528,1258,2972
2910,133,642
1807,229,1190
352,797,2230
819,225,1812
1900,1411,1910
113,1166,1096
2897,1082,728
1857,873,1979
2135,370,3136
1752,136,2011
1458,1403,569
985,581,2733
365,1200,477
2804,463,744
2626,978,521
481,24,3304
2425,920,1147
1056,897,1888
2335,99,2162
1757,988,3086
1216,680,2600
1947,777,740
1223,197,1508
2644,1081,1634
1040,122,1052
156,326,1640
2145,1484,2227
2203,591,2795
1935,1043,2231
491,1212,1724
2889,426,1564
1660,484,3208
2716,178,1988
580,204,534
1468,1358,3114
1482,1117,849
427,56,1114
2317,998,2182
1108,1299,1303
2175,865,452
2105,556,1201
1352,541,2551
1083,1035,607
2278,1301,1709
1040,1286,2590
1574,341,1999
2399,22,3446
2753,1015,2687
645,1057,2921
641,569,2090
77,415,894
196,107,1285
1650,482,1024
2246,989,1558
1620,1070,1208
57,249,573
2585,1177,1464
1602,110,3494
2100,800,350
1928,276,845
1096,1105,201
2310,788,1160
223,66,3251
1583,1430,3264
107,430,2820
1982,685,2203
2274,923,1824
1691,1233,2148
2146,703,1397
2211,1159,3367
2972,818,683
2485,600,2631
2114,1426,1165
387,411,1418
2815,1255,1865
2686,1486,2395
1665,1177,1865
217,186,2899
1595,772,406
1870,202,2109
1628,339,3455
2006,1496,2622
1390,250,2816
598,700,3285
1430,287,350
518,678,2574
2029,840,123
433,100,3225
1811,592,1840
831,414,2304
420,541,3458
2663,836,148
1487,1209,302
2374,128,2392
671,771,694
2821,1477,2467
1182,1494,3195
1604,1310,1242
2850,919,934
1923,374,1717
1751,1130,447
2200,859,475
699,454,3364
2325,784,1056
1159,391,822
2393,283,140
89,800,1337
942,515,2992
630,485,3386
1496,205,604
1204,244,2148
1809,321,231
2848,438,335
1876,235,2135
1649,1119,1243
308,1069,3295
2875,1347,2433
1160,845,205
1522,1098,871
1509,1374,1399
757,1239,2113
1400,380,2399
472,135,30
790,181,2136
556,1410,1779
1360,955,191
2437,791,518
525,992,605
2486,1268,2766
49,1052,558
160,957,901
2731,827,532
2105,1212,2930
178,144,3385
266,1066,2583
1965,665,1644
795,71,2313
397,1010,3011
1381,1114,2521
12,679,1097
723,713,1717
1477,562,1613
1404,249,1816
2102,275,2403
997,384,1481
196,459,1777
2213,1112,3492
396,216,1717
2903,1282,2985
2049,1294,2052
2352,349,2789
360,1478,1861
165,675,2288
757,170,2399
1776,151,2624
126,152,1355
1212,385,3468
1797,1469,3144
199,775,2948
360,1359,1271
2159,948,2422
1647,77,262
38,951,1585
657,1162,1177
2858,861,2806
2069,885,849
732,107,2380
2679,1364,1436
1957,1171,2558
1513,412,925
467,1035,2603
964,85,1586
400,28,1426
981,316,2602
2357,1438,2562
1621,1365,1770
2997,1481,2698
2875,1258,2780
8,1047,1524
1485,758,652
2266,821,3044
2143,20,390
973,695,586
203,1140,1388
1244,533,1238
2207,984,3087
1125,1046,655
1735,437,701
1560,121,457
466,879,3244
1366,1034,285
1063,873,1320
26,429,241
2108,663,1958
2094,772,2306
2507,1269,664
1035,418,2771
29,701,1365
2003,52,2687
523,1412,520
106,153,1843
694,1013,980
2524,735,3220
2096,187,277
2031,1187,1051
2290,711,1557
728,193,1854
2226,262,3389
605,1465,132
2992,154,3395
2700,1077,3313
2232,968,108
2461,836,560
1087,355,439
350,190,1849
1621,895,2816
9,748,1956
267,428,3420
1563,1285,1032
785,238,2949
2777,717,2010
1432,158,893
1450,1012,2265
534,1274,922
652,1266,3400
2366,176,1939
1682,355,3096
2200,1452,2811
1400,848,1103
2118,672,3290
191,734,655
1400,1264,113
1032,888,3128
911,1493,2699
1977,128,277
1668,1340,787
2356,51,425
658,687,2879
1150,354,1939
1659,1178,185
1149,1479,1719
1557,95,2935
136,467,319
1351,983,1801
1672,61,2920
511,858,668
594,1391,3103
2649,294,2972
679,990,1817
2248,216,1434
2859,206,954
1506,1094,3444
1008,1414,1986
536,163,3443
1053,552,1648
1071,1470,1039
506,450,700
2772,1055,2296
370,1299,989
2038,1341,3001
2384,1107,3021
2824,656,2618
2926,1265,2088
1974,628,258
330,520,1470
993,1413,924
2780,8,2015
268,71,1306
2843,1035,715
64,508,1235
599,1129,1421
1368,442,3071
1197,1409,747
1365,323,2078
1715,768,2600
708,1269,35
229,1366,1384
451,1063,2657
1828,981,3185
1408,682,2675
1973,497,3159
677,1124,1802
115,593,2162
2028,905,1762
1545,290,2628
1339,1004,369
152,684,1518
910,898,1181
1327,1176,1256
2755,132,1218
26,663,1211
1399,1490,714
1872,85,2113
1393,934,501
1429,1387,2549
1367,879,747
1188,120,2577
323,1238,534
1844,61,2194
589,1477,1848
772,1022,2028
19,616,1931
992,1134,2110
2966,439,1954
2113,604,2453
549,1015,2611
926,1342,1932
2954,816,1747
2560,648,1568
2103,999,608
1941,377,1116
1757,160,1187
2693,1126,2356
2872,1427,3118
2256,1159,390
2725,1088,1259
2082,361,1646
478,989,5
1102,612,1073
2552,462,755
516,650,1646
1735,292,1898
824,1111,376
1565,1428,1656
2666,1001,1087
2237,1332,3092
466,908,2838
1112,779,374
1087,861,2544
1372,783,1860
2609,281,1082
30,486,1691
617,584,2467
2452,1273,1647
399,969,2572
1691,13,235
2021,326,396
1688,1452,194
582,598,3124
2294,156,1220
2740,114,3182
657,1152,2332
1596,275,454
610,1083,1130
1427,687,3172
219,282,547
1430,1310,312
314,680,2310
765,870,1938
2173,768,2049
1987,1128,407
1761,1324,293
2893,782,3257
2912,198,2935
236,240,722
196,309,3286
2673,354,714
221,881,3002
2763,401,1078
2591,1449,2739
776,653,2096
320,1093,766
2928,324,2205
139,785,1494
1170,923,3240
1260,1377,1953
2769,791,1685
590,733,2010
1938,638,2147
1643,43,1557
889,1308,2339
1497,1403,3132
612,851,2353
1730,1084,26
269,1460,1301
1080,841,3463
2393,1223,3157
1497,434,2588
2490,1377,939
980,634,3279
1365,1245,637
2601,710,2342
927,558,3241
662,1405,621
2209,407,951
1083,485,1211
1496,976,943
2364,553,1825
151,98,642
2813,1010,1331
1788,75,2344
2274,899,759
2873,588,3079
625,274,2684
2739,900,171
2668,209,310
2841,390,1411
2733,158,3046
2832,193,2177
1935,1053,686
940,1488,709
908,873,1913
2258,271,1523
558,831,2550
2914,834,1304
998,1065,305
1670,1042,2602
20,1457,3165
1614,576,1780
1803,752,2826
2482,432,31
737,457,3105
1118,800,2268
609,1437,244
2852,1024,744
1741,783,2629
1369,842,1889
104,663,2041
1940,1390,1831
790,160,2845
234,258,414
2585,967,127
169,375,742
489,1196,1491
1191,532,435
509,846,725
425,279,1476
204,1162,792
316,690,664
364,1194,1147
2274,1353,2492
2683,671,1798
926,794,1161
1714,575,2245
1863,783,1404
679,748,2127
2777,1461,215
2954,1087,585
2271,580,549
1658,1295,3037
656,389,2810
1775,61,1894
1832,1199,981
2743,175,1476
1331,1263,2319
1616,946,2880
142,279,144
116,1471,2674
1706,988,239
566,1007,2741
1999,601,2567
267,526,1968
805,632,1754
849,222,2936
2350,223,859
2390,1261,460
2262,570,1985
586,1229,2179
2553,46,997
1043,59,53
2405,638,2022
467,555,1918
231,1210,2605
2123,73,2812
2229,1341,39
1344,1015,183
1575,61,376
2375,1471,531
253,1443,2481
2330,994,2265
1037,661,1380
1750,287,2196
754,1429,319
1016,1197,1174
1783,1108,1555
1206,499,2137
1403,1494,2679
352,754,1093
1307,685,606
707,57,387
1544,1195,2174
2707,275,570
355,1404,1812
890,1241,25
949,316,2805
2443,604,1580
695,347,346
2166,569,1019
2169,1293,1281
1482,905,3043
1113,569,1308
647,321,2292
1777,732,3092
273,1418,1999
520,1164,1869
1490,1499,1506
1210,1418,2517
1723,610,1129
1025,1062,2944
100,758,3095
48,1380,1431
299,710,2145
1264,785,2844
543,938,118
1681,935,2092
2165,5,2882
431,511,5
2578,1499,3286
1790,1066,2927
2136,807,2477
1584,893,3266
1914,629,731
2871,338,2772
2645,684,2891
711,16,3128
323,1101,1084
1682,448,595
1900,1177,1334
964,422,2462
2287,142,2888
284,525,67
267,973,2674
47,758,1092
631,431,1535
38,64,702
1120,402,3417
274,1404,1627
664,1472,153
563,1040,1536
1902,904,3296
2460,76,2620
881,581,804
685,1034,613
986,1435,1262
346,170,2152
150,168,2290
75,899,948
2737,21,3017
807,173,3055
2222,276,1940
593,839,1801
92,342,2786
1617,441,3378
104,50,203
2482,1,428
2301,1115,463
955,1488,1267
1127,1273,528
725,1249,2135
2366,479,1518
545,333,1670
2697,1002,3237
1420,835,1737
865,681,2843
562,1270,2353
1829,594,522
2746,7,425
1202,233,293
1832,183,3295
2659,331,2340
1059,1462,2568
2139,323,701
2215,562,2543
2352,971,1738
422,1377,3196
845,565,2712
1605,1033,2735
1947,88,3240
1444,247,3494
214,1131,852
2794,992,2004
933,1219,1617
1794,795,2232
2924,425,2676
1287,1248,2745
107,1069,2369
698,83,124
2632,1270,489
1320,1391,449
841,638,1265
1256,61,1266
2208,1454,2358
943,269,2346
1971,1193,1078
1795,1139,2438
1159,1251,102
2416,475,3270
2863,1036,2199
2950,1180,3180
978,766,764
1449,531,3332
1362,1377,669
2844,1173,614
786,797,1600
170,836,1355
546,818,2512
1099,527,602
2246,531,2503
2392,688,499
2470,76,1516
1989,1402,1382
2474,1118,143
691,902,1950
2241,1446,1109
2771,1330,527
542,1192,1567
929,1436,2160
