grocery,food,other
1066,1150,379
2544,1322,3178
1439,1309,1254
2858,1452,1561
2519,556,408
2878,483,2091
2990,1256,2793
2470,107,747
679,651,502
2335,1209,137
2509,1062,805
2522,1087,173
426,1202,2888
136,497,2188
2632,15,1018
478,1299,644
2412,761,371
465,382,2865
1298,1323,3446
317,1373,953
656,1123,3479
659,967,1695
207,743,3141
1573,1217,697
2300,938,378
2785,144,3194
1506,1499,1373
2391,922,2221
719,1267,1932
2988,604,3085
1973,496,2727
1154,998,183
2975,1009,771
2211,1034,1789
1934,791,1338
2459,1492,667
1523,376,319
417,1357,3152
2714,592,2605
2266,1043,1952
1068,1320,940
2076,1236,1198
556,1148,2777
1761,401,717
1920,447,2844
2650,287,2571
1888,47,111
215,548,2473
95,1294,864
1719,953,1806
1343,1125,1634
241,39,1779
1654,1405,3412
143,528,775
1786,330,2600
2102,507,1762
729,240,436
2297,576,459
1165,559,580
2698,74,742
1188,640,2233
726,841,327
45,1010,3477
41,1020,1928
2357,898,1900
581,846,3472
1529,809,666
1089,856,887
1771,90,3025
503,682,1065
2430,103,1280
90,1036,3100
50,332,3381
2035,609,2298
1292,912,2951
2141,472,637
1043,1093,1609
359,1066,1861
1046,1179,3014
2711,1344,3404
260,1215,339
138,1289,1847
2853,327,440
79,287,3015
756,1172,230
1235,945,446
1740,1064,1141
683,453,3376
1327,1380,2406
33,413,1982
1523,1397,341
2005,717,1759
1673,872,1558
955,1331,2912
2005,720,2504
2268,1233,2134
2801,980,3496
1125,1385,2055
2219,818,2609
2029,1155,2000
2838,454,728
1468,121,2949
1567,1213,3217
1392,203,953
1087,372,3123
2961,1247,1906
2935,971,3057
1804,131,2835
2827,617,3229
2177,861,47
1562,565,2442
2988,897,2673
1725,615,122
2333,791,2341
555,977,1761
1300,297,737
1548,59,2302
872,456,1484
2193,1151,2114
311,1454,2857
2818,962,1918
2988,174,490
2190,1013,3454
584,377,1334
644,382,3195
2992,818,2809
1784,178,764
2467,148,2349
1424,1333,495
1297,299,2288
239,212,2396
2763,954,1118
1781,193,2748
675,1353,2316
1101,421,2233
2997,977,1748
1018,124,2138
2128,896,1079
1802,1167,1857
2878,58,2871
1487,800,3211
1188,1497,2964
2395,417,2558
258,609,1465
829,744,82
506,1426,3028
589,353,110
101,651,3494
984,308,790
1877,838,1316
2774,1019,2941
1081,1231,2253
2167,817,361
60,840,2946
230,1179,762
616,544,2709
51,475,3005
2763,1060,829
1702,1495,686
1539,127,410
439,379,1440
1671,160,3324
1016,616,1565
741,908,3449
2017,1227,2376
1886,286,33
2183,344,1801
1517,393,1510
545,525,2897
2937,1053,2549
1619,1495,1427
2951,302,2536
334,993,2629
210,65,555
208,430,131
226,692,1636
2923,115,1650
288,1099,802
400,1095,49
927,1197,1579
1886,1365,758
906,1388,68
1309,1372,3454
1664,872,1799
1276,939,2869
971,88,1020
1540,263,333
2995,665,30
1820,129,1900
2652,536,1596
2302,110,1870
948,1148,1497
242,489,2253
292,94,1857
1724,1010,2601
2424,1157,3368
2179,626,820
183,1105,2950
2173,600,2475
2216,170,712
844,71,3302
302,106,1554
1390,31,1507
723,1425,204
1924,249,1260
2914,1006,3440
1875,777,3286
1442,587,3205
1035,147,3350
30,439,1992
506,336,3442
1805,1483,3009
266,1078,1173
2344,42,1144
2371,180,538
2441,885,2394
1802,4,2774
507,1416,713
2163,57,2990
923,438,387
820,975,3416
49,537,2944
640,592,558
1073,987,3026
1293,62,865
1921,73,552
2377,742,2420
264,584,3102
2950,93,3213
575,289,1762
2747,1229,1635
566,930,2732
2763,657,1438
907,97,3195
2635,723,866
1233,1288,2253
201,1181,3395
935,1205,949
1022,703,2558
1905,768,3264
893,516,2436
2491,403,1676
332,820,1426
1209,315,1690
2613,252,2145
672,559,2311
766,1312,1540
1617,1090,78
2709,157,3257
2243,404,2462
2328,864,2176
38,1422,273
965,854,455
2301,781,3465
2803,526,913
2529,629,82
1758,458,2661
1364,354,1030
788,909,2592
2856,142,481
2535,973,2808
748,1340,1848
46,473,1124
2656,1082,903
1773,1047,18
2802,843,2131
439,1470,918
2957,1212,1443
2490,950,889
2835,333,296
895,116,1278
765,874,3093
52,309,1362
1643,627,1126
134,1248,1056
2601,890,3470
2743,373,1722
2975,124,141
1346,451,2267
2839,156,383
210,1319,3006
813,852,274
2448,1424,468
2038,768,3470
674,526,1443
2927,1073,2079
2556,354,2241
1136,647,1577
231,842,1700
2176,33,3495
326,91,2431
1314,78,2891
2288,1192,614
2068,177,344
2398,0,3323
1236,36,2774
2727,830,3450
2956,289,3375
2750,613,1759
225,1084,382
1856,1498,3450
46,1227,1031
1443,660,2469
447,862,727
344,1327,1678
1474,562,2126
2641,1238,1051
1661,1382,693
2435,29,1258
231,74,1638
2210,717,2533
101,736,2127
229,904,2198
2354,349,1588
131,479,307
1438,24,3164
477,1071,2212
793,1019,3116
1456,525,2816
2550,250,1645
1783,424,1086
1291,1156,1821
1432,1374,1967
2835,366,1852
1378,344,2017
2654,1092,2337
1886,723,402
35,1267,2410
3000,439,3136
1738,966,2273
2095,820,2261
2457,9,3480
1271,994,2725
1645,449,3124
1118,1325,3311
1393,71,239
2106,1199,1063
1946,487,1919
852,554,1656
1037,1252,2121
223,1282,362
2127,1458,418
2866,125,1408
2275,1493,838
1673,645,1917
2426,1368,3331
2323,153,262
2547,342,1057
2273,464,2448
2312,228,116
1960,753,360
1675,160,2247
1850,253,2215
500,1309,1126
518,306,930
55,1148,351
2403,1206,2748
1329,368,1392
1633,528,1244
2626,311,1182
2974,1007,915
122,1494,3356
196,1087,750
201,315,2802
2855,81,3432
2253,1353,2052
1802,986,1509
1721,384,1086
320,125,2103
998,227,3354
2498,1298,3326
1650,371,2628
2930,861,187
1316,2,1334
1649,218,3082
2315,1183,2490
1947,1037,472
885,1466,469
1402,134,2375
2784,157,3140
1238,1230,3421
2357,238,691
468,412,727
2170,1482,3159
2017,53,2018
424,228,2816
1864,719,1558
1931,1260,3006
1154,605,1722
1687,670,2975
1321,1129,3304
2965,215,1128
1965,584,3102
1678,330,2515
1820,1110,180
1348,445,712
795,345,3302
776,1388,3326
2317,159,3495
2056,1064,2017
431,326,22
650,519,44
322,887,2872
2833,538,642
1714,1307,736
2347,1156,362
2590,1475,3187
1087,149,2893
2309,109,3446
468,732,2614
1179,714,1822
555,956,628
2727,64,1892
1822,994,1206
1625,542,1632
1266,703,1461
1507,879,36
1092,25,2887
1947,1234,3191
499,1470,843
347,794,3455
154,280,3142
1397,461,2560
1768,1131,1685
1642,613,1001
520,447,320
1871,494,2716
263,107,1946
1452,777,798
1522,1250,2825
1778,549,1672
1248,705,2816
2049,1063,111
1380,609,711
641,1138,2432
2679,748,2973
2514,910,3331
2783,399,407
2671,1236,1138
1926,226,1052
2147,830,3465
1271,562,3066
1018,517,1405
770,595,312
575,1374,1995
239,968,700
2323,1455,91
2583,315,2735
353,1369,1182
1219,1350,1706
1280,436,157
58,713,970
1864,1497,2286
1103,1125,1289
805,81,1554
1174,388,1428
292,1040,3261
23,229,503
1115,793,2192
1364,669,2765
140,284,3148
2780,1485,1328
2145,308,2078
2567,886,1499
2400,708,2223
2370,252,524
192,289,1431
1689,249,3029
124,238,1048
1585,237,1877
1382,1298,2974
2701,183,2442
2525,749,835
696,827,2103
411,685,3247
2740,656,1707
753,1354,614
994,1201,1915
335,848,120
1072,123,1298
2299,432,2315
1362,777,919
2180,809,1407
2213,1063,1730
1937,763,560
2980,637,991
27,1436,2556
74,694,3088
236,1304,2904
2845,353,2193
2427,1212,2620
1662,1023,654
1343,1173,120
703,0,2387
657,962,4
2758,136,1029
2299,1440,897
1014,171,3045
1060,1113,350
2780,583,259
780,326,3122
2776,669,2919
416,1448,3121
1724,1488,2179
600,259,1285
2420,1218,3064
1555,65,2056
1448,1057,1829
1247,175,175
353,1077,1563
2820,743,3048
2919,348,987
1072,691,1470
105,35,412
205,92,1936
2598,1195,2238
2052,1106,1425
2733,55,185
1237,255,2804
2093,120,1319
2255,317,2031
1750,30,2070
509,67,1768
65,866,803
2829,959,2515
1633,465,280
242,694,2606
2533,828,2101
2276,391,2148
2678,472,98
1858,196,3076
2119,721,2161
1046,210,1634
229,1475,313
766,840,13
2026,32,2190
2457,1138,3117
2763,583,3023
848,683,565
2330,1048,0
2338,537,194
2348,1072,2458
694,399,1622
2565,1085,2926
1538,1174,525
2849,1430,780
1910,575,301
11,547,357
452,300,1932
1494,881,1069
1590,371,3300
1152,873,126
1701,94,3427
2433,240,3038
2523,428,3364
590,335,1195
523,1089,830
2923,1097,722
2878,114,175
2962,236,822
2037,403,2922
2551,673,63
2130,196,1973
626,474,3197
1637,955,2062
1815,879,883
789,709,843
1844,632,494
1604,1100,1638
1464,1189,1747
2983,551,3328
1702,243,3463
1122,1392,3349
1930,450,3138
2095,1324,2397
2283,114,201
2758,1326,2109
614,1203,3487
398,118,1598
2642,66,1184
253,868,1698
175,969,1875
2178,1151,775
2882,1110,1079
2206,719,1456
366,1069,2553
2438,198,76
2048,132,927
218,329,969
1489,223,3465
1501,126,1459
392,860,2533
1846,512,430
2552,1221,3429
2638,743,1033
1708,1348,377
2956,321,2846
691,1448,3438
1765,557,2887
971,274,1122
26,1308,2450
1509,890,571
1932,871,939
1312,283,1511
1872,30,2365
2456,292,2503
1486,427,2816
1317,1478,601
2987,71,2738
1810,1278,2273
1381,1469,2062
492,1194,1676
98,978,254
2988,595,1756
901,459,2621
2547,607,1799
209,1472,2313
1942,1497,1285
1458,962,3198
667,160,118
1009,241,312
286,1396,1739
2872,155,811
1116,103,1832
221,61,1898
921,1469,1253
1821,711,1233
1678,1231,73
1867,452,2758
2881,893,173
2165,786,1539
2846,645,1351
1835,405,1933
493,39,44
142,352,1405
2203,153,2970
2201,1022,3463
1637,1149,2425
2848,1349,2864
1500,1108,779
1195,1105,2353
2722,1117,3360
2039,393,3121
42,17,3415
478,1213,1457
1019,945,3360
2813,350,1218
1576,530,3244
2260,1468,3330
181,1356,1253
1577,455,3064
891,808,1784
2734,205,3351
1736,376,606
2935,768,195
1777,1059,573
517,856,2390
2338,1496,2090
1523,32,1497
2249,663,2698
2008,892,2932
1366,476,2384
1493,311,505
2773,534,1412
1227,109,1795
2626,1406,3141
1581,695,551
1574,529,3046
924,371,2365
2541,70,528
33,996,180
1793,1500,1967
1590,807,930
665,1175,1455
2827,678,1006
2037,967,2727
2826,1168,2441
1498,531,914
2127,1187,1684
2406,440,52
523,1147,887
2819,1082,2877
1954,10,3283
848,1242,254
2651,766,3215
1066,905,3353
1289,1230,589
279,660,884
270,448,3158
516,1219,3157
86,135,554
695,490,1260
2589,160,1161
1452,542,134
928,644,475
2206,906,885
2438,1074,210
1556,1381,3464
1946,633,2265
1828,244,1419
520,922,2654
2152,336,1358
1633,30,951
2675,1328,3345
482,901,1071
2119,533,970
654,414,2587
202,658,2905
804,1059,1502
2371,486,2594
1094,555,3050
1521,502,295
2317,401,224
2283,104,3088
2918,79,2445
2336,922,467
2752,1121,570
2899,1299,983
455,1226,1759
200,213,1992
417,895,3332
970,1301,3195
2108,829,3320
1383,1008,3357
2022,197,1041
1315,1007,2706
2569,566,909
2085,1477,1897
2389,17,919
603,719,284
522,672,407
512,218,3421
331,17,675
438,1454,2384
107,964,3207
1384,461,3058
1506,486,1309
641,1467,143
362,1341,2527
2439,988,2549
1134,200,91
1711,292,475
1049,1490,1058
2813,188,3230
580,274,462
2842,989,2314
1573,314,781
2522,822,2602
2128,400,1571
1511,1016,545
86,124,3196
1918,764,2979
1385,524,1788
2364,1332,2272
2144,258,772
1717,265,2906
2938,1236,844
328,576,2273
2152,907,1139
166,1038,3487
688,294,175
2386,879,2750
2720,104,3453
366,522,730
2654,601,2940
1291,1380,890
1691,1061,1835
2594,923,2876
1671,700,2956
277,866,2776
2080,1168,3306
1795,384,888
2674,191,2345
2196,444,2519
2074,870,2541
1335,902,2565
821,334,2415
2601,205,2537
1381,881,2453
1977,250,1583
1891,666,1462
756,1120,3476
663,1465,1192
1256,263,16
820,1036,3125
771,542,1004
1290,65,2764
1901,1307,42
192,343,2419
873,1049,1739
2268,460,3201
1332,1328,3385
1058,61,3217
834,144,2753
402,1369,1054
2233,206,595
1526,256,1674
1524,332,2369
141,418,3157
138,1013,2299
1555,831,1341
1187,881,558
155,1477,3056
2313,545,580
2836,1139,3424
2744,497,3033
1873,494,3078
1923,499,2853
1742,1374,1313
2771,262,650
1536,1068,16
1943,590,1323
1315,1298,897
461,1265,2422
2547,1103,2007
1180,816,3372
1777,423,1576
289,280,1531
1749,42,465
2629,367,2326
221,457,2390
1337,788,2853
2095,433,3327
2059,779,1138
485,784,1959
2254,974,3051
2166,29,1933
2608,899,3187
216,888,3137
96,1390,1661
2146,1066,1789
2560,1352,1223
2669,289,811
2578,359,234
1076,313,2602
1107,315,482
2443,1489,3202
2082,1071,249
1793,647,1542
723,1225,3162
621,758,3261
2122,543,2856
2212,330,1420
2328,487,3226
2062,1449,2081
1544,167,2786
302,432,1938
2765,593,322
2056,242,1731
2538,1427,157
1354,899,2360
94,1248,3236
1863,1065,1922
1673,1096,2834
693,756,512
2942,642,3065
2667,482,1910
2411,1228,1655
1591,619,1770
2710,859,680
988,1209,768
837,164,1290
1005,107,1199
471,1209,707
1593,253,722
1405,1433,844
1493,718,7
2946,24,1141
920,90,230
708,1304,2077
1764,477,1982
1945,178,1517
1302,1426,1821
1592,1344,3276
723,740,270
804,804,2765
2496,479,3359
2543,243,954
2948,207,142
1424,241,285
1974,1026,2450
2564,334,2113
126,577,1749
2387,945,1432
637,82,2919
679,617,577
838,1084,3071
1505,1361,2277
782,1255,3030
36,243,741
2263,849,1995
2261,874,785
2294,1096,2896
1703,1355,807
1822,506,1155
2141,1353,540
210,719,2062
2379,932,2842
333,289,489
897,1152,2133
2612,524,797
1362,426,940
70,35,944
2564,935,2582
1915,676,3334
26,626,2884
119,150,443
442,24,624
2414,1201,2906
1066,1142,2149
2592,539,1698
1681,909,1067
2713,386,3128
1987,373,1218
1954,1019,1088
1075,175,1501
216,105,633
2913,258,613
993,505,289
2440,84,1556
427,254,1940
1161,840,1724
2108,1184,1235
1804,1016,153
2756,1051,116
1428,1154,2348
2334,998,3324
1860,457,2155
1287,647,2951
107,231,1731
750,499,1359
1114,1495,1
786,1152,1635
861,92,2433
1552,762,1433
234,961,1239
761,816,95
1612,116,2685
2235,642,2752
535,435,2039
723,693,72
1757,1230,3410
971,964,2489
902,1452,2683
384,988,973
2734,1114,712
944,742,2908
1926,72,1227
594,616,1057
713,724,2149
1102,1070,3039
1515,1303,31
2113,448,1262
2252,176,628
2682,1468,2588
1008,1415,695
286,167,2637
1068,323,2693
97,837,1501
2428,1050,693
2603,450,3487
2012,82,1106
2101,614,2487
1942,998,2604
1165,82,1472
735,898,2983
2949,831,979
2657,1088,726
1691,435,3055
2512,1087,1452
2956,1238,979
37,1406,733
2648,1155,1805
902,941,962
584,198,2686
1928,806,3000
1469,494,1291
1936,611,978
890,987,3412
88,610,526
2076,758,95
857,1063,2174
878,1089,976
2221,1186,2227
106,38,867
872,109,2385
402,664,3304
2105,1048,1892
294,266,3475
280,435,194
1033,996,2535
1937,301,1196
2745,1081,2947
331,1043,3386
2929,430,2966
1726,1134,1409
1827,499,3125
336,546,2949
2961,699,1650
2248,1394,607
2543,1182,1695
1871,285,175
1589,126,3440
1624,658,2054
1958,234,2772
2494,1250,569
218,353,2282
627,1251,2129
1545,531,3471
996,876,1396
1743,917,379
1170,293,2852
2381,139,1098
681,983,567
2816,1361,2238
1203,1059,1206
2830,61,2292
2074,5,3146
1672,754,889
2302,942,784
2159,1014,2753
1987,1198,2592
2625,679,1980
593,110,2358
2097,1289,3434
1922,1301,2764
716,9,1953
123,1212,2794
1832,1478,473
343,419,2325
1619,1167,1154
2979,1147,1663
1517,619,347
937,638,2914
1727,1437,2361
562,265,3176
771,12,1080
1641,636,1005
1453,213,2043
1598,607,1242
1396,1005,1800
2938,359,2762
1013,846,964
2195,551,2891
1793,390,2918
2838,1125,1430
78,663,1166
2306,944,695
745,684,1536
790,259,3221
243,1162,1030
2965,569,426
1341,1058,2169
2187,922,1731
2167,649,2895
579,524,2370
751,453,753
2730,518,2147
247,1422,1710
397,1131,920
1260,921,2185
297,326,1590
1372,662,2589
196,673,1897
2286,85,609
1751,47,2167
1253,289,1095
1364,879,1837
1380,368,2919
401,327,280
1102,316,2869
2938,394,1863
1043,653,36
1842,1348,1493
2509,1342,405
2461,864,1269
1214,1335,2050
1730,194,3230
1253,82,334
1417,1360,1573
2882,1443,3328
571,378,2991
2668,225,360
749,221,1179
1859,201,2380
1349,928,1098
1399,343,2169
1488,534,2057
783,811,2812
1457,746,819
1197,733,2200
2205,97,3225
2701,743,2255
2254,565,3500
559,989,17
2327,1427,655
520,1431,1079
2114,279,3156
1067,534,454
2750,1421,1664
2636,800,715
2968,383,1212
2552,40,1073
2795,480,2004
1005,111,2490
295,115,1571
418,1410,176
1123,1484,3109
2520,816,3017
2230,1436,2685
673,199,1106
1962,1344,1918
2430,1167,588
2176,37,2181
1008,735,1007
2913,454,326
2948,1443,2312
2262,141,1559
2742,278,146
230,1165,1811
2089,239,634
1568,1276,1777
1047,815,1245
1823,1442,3283
1336,1236,2921
15,1102,1167
1967,254,714
421,872,1072
2745,168,2088
171,414,1877
2435,1468,2767
890,1163,2550
1641,58,1447
2631,50,2665
1312,188,2974
1664,938,808
748,1465,721
2537,177,1979
267,91,3364
343,1251,2106
1823,598,1916
2114,1210,1700
279,555,2545
2095,948,2212
2578,412,1756
173,1317,374
774,330,840
525,805,3105
132,901,2529
2950,749,3033
2461,628,2990
1285,394,417
2632,1312,2971
2039,1475,10
1159,412,2538
2489,558,2528
1802,1177,2193
147,1345,542
2875,502,2945
1663,281,209
2893,760,1052
1189,1175,256
2438,436,976
2246,15,2153
1093,390,3269
943,371,3346
1833,740,2579
1635,933,2580
2071,360,938
544,774,183
1484,1397,2512
1129,678,1330
1354,548,3190
823,312,822
1228,498,1053
2097,190,2994
703,1299,1976
445,1,1849
1928,329,2679
1233,378,313
2005,121,444
2496,623,1995
1201,1279,1710
1828,676,1676
607,189,2237
2197,571,292
1731,1155,749
372,51,1992
1319,1359,216
2726,1066,1677
2365,134,1162
1221,1429,761
892,1444,1695
1664,80,3208
2817,453,3358
2888,1454,1110
856,1065,3205
2170,771,1586
2318,1315,719
2983,1110,1635
1815,368,879
1952,934,144
305,98,2549
2734,1362,1309
2328,727,3243
2829,362,394
1909,650,2674
858,1102,3219
2280,822,441
1917,435,2186
508,1019,3474
278,1320,191
67,1095,2022
1393,306,2915
2650,318,202
2914,1156,3214
79,1387,242
519,759,2984
2510,904,1463
2596,493,3338
321,1474,96
741,1064,1409
1930,752,267
1375,610,411
1161,151,394
228,1499,1723
556,321,459
1022,237,607
2683,1085,3381
905,640,1799
383,847,2264
758,931,2656
1165,1020,2304
2772,1217,3123
1214,1490,1998
1461,912,957
892,1208,1122
2673,1247,353
1178,1387,3388
1437,1418,1038
2024,217,1435
1860,1350,925
2746,858,264
2906,491,898
1907,546,2287
1592,718,1240
1116,1427,3066
545,676,1526
1039,480,2741
2359,570,1904
1066,37,1454
598,1304,2345
2364,36,3010
2518,379,477
1070,57,1047
47,986,2295
1036,625,1376
2938,166,867
892,1251,3039
49,1399,796
581,1399,1415
1145,800,1214
1031,35,2000
666,282,2973
491,1043,2436
1451,418,2669
969,916,2016
608,872,1474
688,156,230
2083,111,904
245,66,399
1284,1194,3050
1821,425,1429
431,52,616
1455,546,2752
2772,1442,2074
1613,1390,750
1385,1409,3093
2021,1063,872
50,1399,295
1308,1172,1218
2623,852,3299
1565,425,2171
389,646,1011
2146,219,1579
2770,893,1888
9,863,538
1689,375,3475
2532,944,829
1329,898,2374
2456,1027,2916
2689,754,2315
1643,10,1353
1522,1259,1946
660,1048,3446
783,1310,2256
550,1495,2381
1508,559,2890
1472,1017,1678
300,1400,447
1870,1217,3169
232,962,160
642,503,2217
1095,572,1825
811,1126,3423
1764,1497,1642
508,369,2269
1623,1424,734
557,419,886
2373,976,815
1250,1061,1012
1735,392,2907
1926,64,3351
2630,242,263
1631,797,271
2606,822,3445
2432,559,3182
924,842,3299
1765,978,64
2305,722,685
878,1256,2998
690,241,239
1706,1022,64
2195,110,590
1891,233,132
1121,1429,1748
1807,1147,338
1805,546,1972
399,395,1719
2403,1115,895
460,142,269
2418,229,3080
1557,1193,450
925,1445,2213
1338,636,362
2676,1095,66
1555,222,461
2439,579,445
1998,215,2507
1137,1472,3088
2100,725,815
1745,1258,91
174,736,2270
454,982,240
402,1404,2022
2036,1275,3477
2181,1113,3240
2340,238,3136
739,944,59
314,332,2926
2953,2,1792
2070,1147,2163
2887,106,3025
2718,1374,2771
1889,958,2501
2035,1105,651
733,662,2330
1724,454,1571
362,210,1797
85,432,2371
1477,895,1265
2105,1274,2645
1305,208,1351
1848,1069,3290
936,1092,3139
2095,683,2427
1929,775,3074
541,882,3336
511,135,509
1966,722,1274
1067,444,1128
1574,729,2413
1582,192,1963
2026,1181,2310
761,229,697
1305,1284,1150
1082,1107,237
834,827,2224
1517,1391,2848
2976,321,2307
577,1377,3142
77,1131,801
2600,558,3270
2965,1135,569
1003,54,680
249,1005,1878
485,888,13
2156,1297,1539
398,1461,191
2077,458,2306
839,97,2913
1563,1195,1951
1322,1300,2388
2641,644,1583
2370,1221,1926
2919,863,1181
1209,1221,2060
872,16,2366
1710,316,251
2208,1410,1858
1895,165,1033
1773,92,1297
867,1441,667
1825,1301,355
1038,1114,2167
2667,1131,722
674,1184,138
963,245,1536
782,1005,1649
1692,812,990
2810,972,2175
1313,1483,1481
664,203,1635
392,614,3069
1690,1217,3170
2115,1219,318
2708,248,1982
62,545,2279
366,636,2347
2913,1429,1426
1980,215,1580
95,1084,2757
2435,942,3283
453,1172,41
2695,570,522
1957,995,307
2537,253,1144
358,902,2424
1640,318,377
1212,697,382
2933,1497,437
1284,351,934
1468,423,2700
1036,843,3255
126,1464,3217
1222,101,705
2647,562,2863
2514,26,486
1718,1235,2234
2700,924,3452
222,890,1884
2590,772,2926
2991,88,2647
2263,852,2595
2847,1017,521
1520,169,347
1647,184,597
451,125,2747
2040,760,1312
2990,1364,2527
2095,180,878
691,694,539
1473,743,615
1189,338,3027
416,1270,3420
772,986,1884
2752,1230,2108
2165,78,1880
2036,692,1091
700,145,3302
2713,1453,3134
1247,237,377
2596,1114,957
96,1063,2260
2306,659,3430
1593,1294,2382
2176,1325,2321
931,889,588
191,805,1275
92,916,132
822,487,866
1167,617,1352
2654,1128,2343
1695,1100,1593
2778,556,3019
2340,1405,2271
1564,863,1962
2846,322,758
1825,17,3238
1783,1040,569
530,1065,193
627,538,3397
703,399,1735
745,395,751
854,3,475
2142,1067,2966
299,900,816
2464,347,2914
2705,341,3244
1652,940,3165
2423,229,1638
1738,443,953
2758,506,1230
2640,1495,2036
1872,76,3429
148,1023,2719
2714,1207,313
572,389,2887
2378,771,3376
1627,1307,2073
952,1380,665
2969,1194,1889
1561,449,844
1177,173,888
2314,518,2561
934,158,88
2262,1158,2568
1333,468,1417
1090,438,1500
2709,429,2440
2745,1444,3438
2335,247,2097
1044,728,3207
1632,972,583
1222,234,464
2178,680,383
2152,875,2896
1016,993,2870
1135,673,609
2313,58,2321
1668,1215,2106
1271,533,2861
1150,1394,1230
640,627,1523
929,1468,436
2424,322,1631
1947,84,2610
2419,226,3365
2825,472,1725
2498,1450,3036
908,488,1254
2179,248,2882
2257,923,2921
2824,105,607
2234,811,2141
2836,922,2982
326,1485,2913
1802,705,1290
2643,1210,3073
772,1154,1905
1870,431,3188
963,157,2378
1863,1136,1297
550,780,1997
111,778,1137
1850,1390,1419
45,689,1467
2416,1385,980
2200,778,952
588,444,1856
1053,694,1516
2308,1324,470
1856,125,2816
852,1115,169
621,749,946
1495,343,2128
23,647,2995
945,1486,2089
1095,485,1398
443,1201,10
266,143,2767
2075,819,997
1877,1212,3484
786,595,2291
2829,1360,1036
2110,1467,1009
2824,899,2276
445,231,2605
2966,170,1807
940,139,1943
1512,463,3082
1976,633,2807
2969,1251,2191
1011,949,2699
1037,1142,908
511,801,1846
327,721,268
1394,697,934
1450,177,2097
1008,692,3482
1913,981,1267
103,662,3362
810,372,488
1838,882,627
2316,821,145
601,525,2304
989,846,3027
2994,514,2834
1377,838,561
2568,1446,2698
2853,886,497
2988,961,2574
269,850,1678
1129,1372,2737
177,503,1820
1596,1087,666
166,763,2578
1125,107,2405
1921,875,649
1884,1138,1939
2901,508,413
74,854,452
2477,1195,2079
2786,820,2835
2745,512,3185
153,897,2362
1087,1382,1480
1113,590,2066
1011,57,1204
1402,300,902
1314,998,1413
881,528,3059
871,961,1487
18,217,94
1387,351,2838
2125,677,3464
135,164,1461
1646,1233,1484
2107,719,1676
2532,1306,2700
2583,55,1599
1145,432,1243
2626,246,918
169,1116,654
1608,1364,2685
885,292,1717
2894,1228,1819
2445,650,1707
1877,185,2743
2008,92,1538
1454,1059,202
2637,99,1080
1851,496,431
1806,1311,2193
2634,433,2700
1756,891,1422
327,221,2668
534,294,2748
1757,241,2538
335,98,2189
596,1405,1818
1283,202,2371
1965,99,1245
322,1182,975
1504,552,305
233,214,3443
1291,509,2327
1733,1483,608
2319,613,969
2577,415,2863
1709,523,2948
2608,1457,2749
2504,670,895
697,492,2448
202,1356,2985
1874,549,1610
342,1210,3449
2027,920,1551
497,839,1824
635,1343,280
1322,124,2276
1216,780,1418
2416,775,988
555,886,2062
1515,368,2836
1121,664,3240
2799,639,3337
2931,1051,2091
1804,353,460
2440,125,1269
2426,311,1163
1426,214,17
1097,152,444
34,895,1976
198,70,2807
1933,494,212
2024,595,1941
2826,1320,634
1780,718,225
1079,226,1582
1751,1174,2146
146,928,2653
1747,1125,2010
1873,1221,1486
1736,1268,273
1573,888,2824
2936,663,237
2999,338,3262
616,1341,2149
1108,1128,3126
529,1208,2152
84,22,671
1878,965,2065
2382,454,3143
184,467,718
2705,1225,2445
586,1324,70
2736,1457,572
1932,1185,553
2837,1380,2488
668,735,1888
1540,1249,1284
160,1338,1133
2823,437,423
2766,1128,2400
809,1107,513
2165,1167,3495
725,1367,988
1008,942,1898
621,76,1935
951,1100,1758
2222,763,1334
712,1265,2157
1710,660,1298
2059,1280,2173
287,946,2525
569,1287,2241
2830,947,226
221,1377,1248
2900,236,1082
1100,1050,1081
317,842,742
1869,68,403
173,1403,857
1923,1165,3497
1958,1001,1385
109,1361,2188
1844,220,390
12,371,792
190,1268,1614
1254,497,61
26,1285,541
1790,510,3244
1681,501,2449
1513,561,685
1250,20,303
2932,507,346
2208,615,1877
816,1443,2662
1345,1219,2125
446,7,3300
1216,498,978
1098,1338,1656
1676,677,1768
16,357,2656
1426,1425,3165
121,559,1421
718,923,2147
1208,476,127
2942,783,1361
2763,1279,799
1934,198,993
1103,176,165
898,861,2458
865,497,1299
1784,1323,656
2723,103,1277
2258,61,2117
13,1384,2755
1646,1250,2441
1736,787,245
302,1329,1061
2852,831,934
2815,765,2406
745,1016,744
1199,155,461
2979,177,1458
1680,74,1097
2931,812,2046
2824,511,2135
2420,1405,1509
1007,202,2355
1745,1415,40
624,1105,1120
2347,973,705
70,1331,3236
1998,1102,1845
558,343,2989
646,460,1257
879,1239,2305
1278,976,2398
1847,996,1283
1840,1174,3260
2073,536,461
1144,648,564
1945,361,1711
1835,951,3099
2530,743,1272
1301,1180,688
1060,437,3458
1543,725,3183
1275,788,1437
2814,1271,2636
1785,655,1768
2749,276,1413
389,429,329
823,815,294
149,108,347
1273,1375,3224
1710,583,2096
807,1272,350
723,1126,3213
1352,45,597
2585,319,438
2618,573,633
1716,820,1105
680,1006,2844
2762,953,493
1255,1393,2566
1563,1284,2681
899,371,984
1866,1014,3329
